UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Wear_Torque_Index,AirTemp_RollingMean,ProcessTemp_RollingMean,Torque_RollingMean,ToolWear_RollingMean,Torque_Lag1,ToolWear_Lag1,AirTemp_Change,ProcessTemp_Change,Torque_Change,ToolWear_Change,AirTemp_RollingStd,ProcessTemp_RollingStd,Torque_RollingStd,ToolWear_RollingStd,Ambient_Humidity,Energy_Load_Index,Production_Demand,Shift,Days_Since_Maintenance,Production_Demand_Value,Torque_Load,Wear_Demand,Temperature_Humidity
1999,L25329,L,298.6,307.6,1670,32.2,35,0,0,0,0,0,0,9.0,1127.0,300.28000000000003,310.63,40.13,106.8,44.7,45.0,0.6000000000000227,-0.7999999999999545,-12.5,-10.0,2.103330692021336,2.691983985423508,7.370067088492978,79.9135644166734,58,0.5,High,Night,89,3,16.1,105,17840.800000000003
2000,L25791,L,300.0,309.0,1698,37.5,9,0,0,0,0,0,0,9.0,337.5,300.43,310.65,40.17,98.7,32.2,35.0,1.3999999999999773,1.3999999999999773,5.299999999999997,-26.0,2.0138685822728,2.6775818277773045,7.352860365568901,85.70109554596031,82,0.89,High,Night,149,3,33.375,27,25338.0
2001,L62627,L,302.5,312.8,1585,50.6,182,0,0,0,0,0,0,10.300000000000011,9209.2,300.25,310.45,40.440000000000005,100.4,37.5,9.0,2.5,3.8000000000000114,13.1,173.0,1.6827556764621694,2.392697222800954,7.709186439278407,87.31577431623958,73,0.91,Low,Day,153,1,46.046,182,22834.4
2002,L24372,L,300.9,310.9,1612,37.7,22,0,0,0,0,0,0,10.0,829.4000000000001,300.05,310.14,39.92,98.0,50.6,182.0,-1.6000000000000227,-1.900000000000034,-12.9,-160.0,1.4331395217801075,2.0592339460208926,7.700187587902473,89.28481269386089,86,0.95,Medium,Day,73,2,35.815,44,26737.399999999998
2003,H58469,H,298.5,309.6,1277,35.5,22,0,0,0,0,0,0,11.100000000000025,781.0,300.05,310.3,39.31,99.0,37.7,22.0,-2.3999999999999773,-1.2999999999999543,-2.200000000000003,0.0,1.4331395217801075,1.9327585352431904,7.793366124823973,88.26475325217145,45,0.56,Medium,Night,72,2,19.880000000000003,44,13932.000000000002
2004,L97073,L,301.3,311.0,1781,37.1,67,0,0,0,0,0,0,9.699999999999989,2485.7000000000003,300.21,310.35,37.93000000000001,83.4,35.5,22.0,2.800000000000012,1.3999999999999773,1.6000000000000014,45.0,1.4783248778409583,1.9449364456910867,6.651156958671689,76.97791891185459,85,0.94,Medium,Day,133,2,34.874,134,26435.0
2005,L44370,L,299.2,309.1,1521,37.4,171,0,0,0,0,0,0,9.900000000000034,6395.4,300.08,310.09000000000003,37.42,90.7,37.1,67.0,-2.1000000000000227,-1.8999999999999773,0.2999999999999971,104.0,1.506873142194082,1.9180140191818835,6.454421395876889,81.82508444508014,73,0.59,Medium,Day,66,2,22.066,342,22564.300000000003
2006,M61408,M,301.8,312.0,1370,30.0,132,0,0,0,0,0,0,10.199999999999989,3960.0,300.09000000000003,309.94,36.970000000000006,79.6,37.4,171.0,2.6000000000000227,2.8999999999999773,-7.399999999999999,-39.0,1.519100611107067,1.6634635887545086,6.82675292914232,64.58104297014084,76,0.73,Medium,Night,85,2,21.9,264,23712.0
2007,L33703,L,305.1,314.2,1564,56.6,3,0,0,0,0,0,0,9.099999999999966,169.8,300.59000000000003,310.46000000000004,39.93000000000001,68.8,30.0,132.0,3.300000000000012,2.1999999999999886,26.6,-129.0,2.195171468878094,2.094012628636297,8.28493277649913,67.70163300180573,86,0.43,Low,Night,49,1,24.338,3,27021.2
2008,M25234,M,299.3,308.6,1671,34.4,157,0,0,0,0,0,0,9.300000000000011,5400.8,300.72,310.48,38.9,80.0,56.6,3.0,-5.800000000000011,-5.599999999999966,-22.200000000000003,154.0,2.059018104717398,2.0730010451836893,8.26626343102549,72.426207656867,39,0.43,High,Day,8,3,14.792,471,12035.400000000001
2009,L17532,L,301.6,312.7,1629,47.7,104,0,0,0,0,0,0,11.099999999999966,4960.8,301.02,310.99,40.45,86.9,34.4,157.0,2.300000000000012,4.099999999999966,13.300000000000004,-53.0,1.930342514223926,1.906392754217024,8.323360699461002,70.93416352897673,59,0.83,High,Night,155,3,39.591,312,18449.3
2010,L45416,L,298.5,308.0,1343,29.8,179,0,0,0,0,0,0,9.5,5334.2,300.87,310.89,39.68,103.9,47.7,104.0,-3.1000000000000227,-4.699999999999989,-17.900000000000002,75.0,2.071526543933372,2.0436622899964902,8.958521703445806,70.56037603830285,54,0.67,Medium,Day,2,2,19.966,358,16632.0
2011,L82439,L,299.8,311.0,1673,45.4,224,0,0,0,0,0,0,11.199999999999989,10169.6,300.6,310.71,39.16,108.1,29.8,179.0,1.3000000000000114,3.0,15.599999999999998,45.0,2.0105278466663647,1.933017215534884,8.386921034828141,76.707887469282,68,0.55,Medium,Night,28,2,24.970000000000002,448,21148.0
2012,L28242,L,300.1,310.7,1527,41.6,239,0,0,0,0,0,0,10.599999999999966,9942.4,300.52000000000004,310.68999999999994,39.55,129.8,45.4,224.0,0.3000000000000113,-0.3000000000000113,-3.799999999999997,15.0,2.0131788020162698,1.93186726021998,8.402149195956323,80.25625624626824,49,0.51,Medium,Day,139,2,21.216,478,15224.3
2013,H60254,H,299.6,308.1,1627,40.1,231,1,1,0,0,0,0,8.5,9263.1,300.63,310.54,40.010000000000005,150.7,41.6,239.0,-0.5,-2.599999999999966,-1.5,-8.0,1.918361569441415,2.0785678830491965,8.28082792425429,76.17385086468671,34,0.8,Medium,Day,46,2,32.080000000000005,462,10475.400000000001
2014,L89324,L,304.9,315.5,1394,41.6,140,0,0,0,0,0,0,10.600000000000025,5824.0,300.99,310.99,40.46,158.0,40.1,231.0,5.2999999999999545,7.399999999999977,1.5,-91.0,2.3477885575812087,2.608724677776921,8.22721770169659,70.55179342550778,30,0.4,Medium,Day,126,2,16.64,280,9465.0
2015,L45249,L,299.4,309.9,1725,44.0,117,0,0,0,0,0,0,10.5,5148.0,301.01000000000005,311.07,41.12,152.6,41.6,140.0,-5.5,-5.600000000000023,2.3999999999999986,-23.0,2.3316422443320253,2.5560603366200256,8.219191633677235,71.50633227592876,59,0.88,High,Day,21,3,38.72,351,18284.1
2016,L95078,L,301.2,311.6,1570,37.6,17,0,0,0,0,0,0,10.400000000000034,639.2,300.95,311.03000000000003,41.88,141.1,44.0,117.0,1.8000000000000114,1.7000000000000457,-6.399999999999999,-100.0,2.3167266179289325,2.542985996378181,7.3858423126049475,83.43919942089563,78,0.45,Low,Night,170,1,16.92,17,24304.800000000003
2017,L42294,L,296.1,306.0,1750,38.1,159,0,0,0,0,0,0,9.899999999999975,6057.900000000001,300.05,310.21000000000004,40.03,156.7,37.6,17.0,-5.099999999999966,-5.600000000000023,0.5,142.0,2.2731524854750984,2.722927346319316,5.316023994594984,67.88396963446749,32,0.51,Low,Night,32,1,19.431,159,9792.0
2018,M69784,M,300.9,309.9,1263,45.7,160,0,0,0,0,0,0,9.0,7312.0,300.21,310.34,41.16,157.0,38.1,159.0,4.7999999999999545,3.899999999999977,7.600000000000001,1.0,2.270805045695186,2.6679996668331984,5.1857068520650405,67.8920712111017,74,0.63,Medium,Night,160,2,28.791,320,22932.6
2019,L13684,L,302.3,313.6,1287,28.5,57,0,0,0,0,0,0,11.300000000000011,1624.5,300.28000000000003,310.43,39.24,152.3,45.7,160.0,1.400000000000034,3.7000000000000455,-17.200000000000003,-103.0,2.328471124531468,2.769697135468393,5.987616851098094,73.37430673532026,43,0.69,Medium,Day,150,2,19.665,114,13484.800000000001
2020,M33795,M,298.9,308.8,1495,27.0,125,0,0,0,0,0,0,9.900000000000034,3375.0,300.32,310.51,38.96,146.9,28.5,57.0,-3.400000000000034,-4.800000000000011,-1.5,68.0,2.297728346770905,2.702447450408904,6.519918199895729,73.17778958733908,85,0.61,Medium,Night,77,2,16.47,250,26248.0
2021,H70301,H,295.0,304.1,1800,41.7,61,0,0,0,0,0,0,9.100000000000025,2543.7000000000003,299.84,309.82000000000005,38.59,130.6,27.0,125.0,-3.899999999999977,-4.699999999999989,14.700000000000005,-64.0,2.852756951130236,3.363463823038716,6.211539440607326,72.24372329521478,59,0.59,Medium,Day,21,2,24.603,122,17941.9
2022,L79187,L,299.9,310.4,1889,19.9,198,0,0,0,0,0,0,10.5,3940.2,299.82,309.79,36.42,126.5,41.7,61.0,4.899999999999977,6.2999999999999545,-21.800000000000004,137.0,2.851432388584086,3.356072439954721,8.43548062254493,66.32956438203948,79,0.98,High,Day,150,3,19.502,594,24521.6
2023,H20431,H,300.0,309.3,1378,23.1,141,0,0,0,0,0,0,9.300000000000011,3257.1000000000004,299.86,309.91,34.720000000000006,117.5,19.9,198.0,0.1000000000000227,-1.099999999999966,3.200000000000003,-57.0,2.85080885208229,3.310068814323448,9.28197775859802,55.85347895262327,33,0.78,Medium,Night,34,2,18.018,282,10206.9
2024,L85667,L,301.4,310.5,1547,57.9,103,0,0,0,0,0,0,9.100000000000025,5963.7,299.51,309.41,36.35,113.8,23.1,141.0,1.3999999999999773,1.1999999999999886,34.8,-38.0,2.330688977772713,2.6917363252084976,11.732220591175295,55.421215352165774,47,0.41,Medium,Night,138,2,23.738999999999997,206,14593.5
2025,L99627,L,304.0,313.6,1565,55.3,111,0,0,0,0,0,0,9.600000000000025,6138.299999999999,299.97,309.78,37.48,113.2,57.9,103.0,2.6000000000000227,3.1000000000000227,-2.6000000000000014,8.0,2.726841885160592,3.002887499280452,13.023977886959033,55.41520048185759,66,0.66,Low,Day,65,1,36.498,111,20697.600000000002
2026,L65372,L,299.2,308.6,1666,34.2,13,0,0,0,0,0,0,9.400000000000034,444.6,299.77,309.48,37.14,112.8,55.3,111.0,-4.800000000000011,-5.0,-21.099999999999994,-98.0,2.699814808463679,2.950254226334116,13.064812793658051,56.19568983076532,54,0.93,Medium,Day,65,2,31.806000000000004,26,16664.4
2027,M80366,M,298.3,307.4,1696,49.9,9,0,0,0,0,0,0,9.099999999999966,449.1,299.99,309.62,38.32000000000001,97.8,34.2,13.0,-0.8999999999999773,-1.2000000000000457,15.699999999999996,-4.0,2.4451539374397817,2.795949451140928,13.679571143375243,62.19288991159359,77,0.58,Medium,Night,88,2,28.941999999999997,18,23669.8
2028,H82870,H,297.7,308.5,1338,50.2,104,0,0,0,0,0,0,10.800000000000011,5220.8,299.67,309.48,38.77,92.2,49.9,9.0,-0.6000000000000227,1.1000000000000227,0.3000000000000042,95.0,2.5210447569740966,2.815354724048914,14.019117899021497,58.37389066278829,30,0.46,Medium,Night,67,2,23.092000000000002,208,9255.0
2029,L57387,L,300.4,310.3,1549,44.6,186,0,0,0,0,0,0,9.900000000000034,8295.6,299.48,309.15,40.38,105.1,50.2,104.0,2.6999999999999886,1.8000000000000114,-5.600000000000001,82.0,2.367746232648755,2.448241999658553,13.627651627807612,63.73809256986343,82,0.86,Low,Night,43,1,38.356,186,25444.600000000002
2030,M62927,M,301.0,312.2,1178,39.1,243,0,0,0,0,0,0,11.199999999999989,9501.3,299.68999999999994,309.49,41.59,116.9,44.6,186.0,0.6000000000000227,1.8999999999999773,-5.5,57.0,2.403446599272682,2.624013041973448,12.82094206973709,77.30955094079054,75,0.76,Low,Night,115,1,29.716,243,23415.0
2031,L19304,L,298.9,308.1,1683,46.1,38,0,0,0,0,0,0,9.200000000000044,1751.8,300.08,309.89,42.03,114.6,39.1,243.0,-2.1000000000000227,-4.099999999999966,7.0,-205.0,1.7980236063211803,1.9220648618958176,12.90039189757854,79.46935118508142,44,0.74,Medium,Night,169,2,34.114,76,13556.400000000001
2032,L27032,L,301.6,309.8,1477,47.8,228,0,0,0,0,0,0,8.199999999999989,10898.4,300.25,309.83000000000004,44.82000000000001,117.6,46.1,38.0,2.700000000000045,1.6999999999999886,1.6999999999999955,190.0,1.8584641209579464,1.913722376243416,10.346743985965375,83.43487147337017,38,0.43,Medium,Day,141,2,20.554,456,11772.4
2033,L69486,L,300.9,311.1,1322,46.3,173,0,0,0,0,0,0,10.200000000000044,8009.9,300.34000000000003,310.01,47.14,120.8,47.8,228.0,-0.7000000000000455,1.3000000000000114,-1.5,-55.0,1.866785710489521,1.9427643535267671,6.99288527322196,85.03045206146909,44,0.48,Medium,Day,118,2,22.223999999999997,346,13688.400000000001
2034,H75552,H,300.1,311.9,1597,24.5,145,0,0,0,0,0,0,11.799999999999956,3552.5,300.21,310.15,43.8,125.0,46.3,173.0,-0.7999999999999545,0.7999999999999545,-21.8,-28.0,1.829662992648052,2.03046245416613,8.977378979041305,85.09080117406614,78,0.77,Medium,Day,4,2,18.865000000000002,290,24328.199999999997
2035,M83844,M,298.2,308.7,1471,60.1,146,0,0,0,0,0,0,10.5,8774.6,299.63,309.66,44.28,128.5,24.5,145.0,-1.900000000000034,-3.1999999999999886,35.6,1.0,1.351583433524446,1.6634635887547795,9.755203739543294,85.17074354234302,86,0.52,Medium,Night,23,2,31.252000000000002,292,26548.2
2036,L39654,L,299.0,312.3,1763,63.8,231,1,0,0,0,1,0,13.300000000000011,14737.8,299.61,310.03,47.24,150.3,60.1,146.0,0.8000000000000114,3.6000000000000227,3.699999999999996,85.0,1.3601062050034438,1.806808112544447,10.792404736665508,80.06948371397311,53,0.7,Medium,Day,70,2,44.66,462,16551.9
2037,L49244,L,295.1,305.5,1378,20.9,233,0,0,0,0,0,0,10.399999999999975,4869.7,299.29,309.84000000000003,44.34,172.7,63.8,231.0,-3.899999999999977,-6.800000000000011,-42.9,2.0,1.9507548396569123,2.1762352813979806,13.543772656751784,66.29571797802765,33,0.73,Medium,Night,162,2,15.256999999999998,466,10081.5
2038,L15942,L,300.5,310.7,1935,45.0,106,0,0,0,0,0,0,10.199999999999989,4770.0,299.57000000000005,310.06000000000006,43.82,172.9,20.9,233.0,5.399999999999977,5.199999999999989,24.1,-127.0,1.8973958762238128,2.136560059743152,13.392767534091735,66.06806254832092,41,0.57,Low,Night,41,1,25.65,106,12738.699999999999
2039,L60697,L,300.1,307.9,1690,60.3,36,0,0,0,0,0,0,7.799999999999954,2170.8,299.54,309.82,45.39,157.9,45.0,106.0,-0.3999999999999772,-2.800000000000012,15.299999999999995,-70.0,1.8851466197030533,2.238948165744421,14.378336327807723,78.6023041788356,88,0.97,Medium,Night,146,2,58.49099999999999,72,27095.199999999997
2040,L12693,L,300.4,310.8,1768,49.9,238,1,0,0,0,1,0,10.400000000000034,11876.2,299.48,309.68,46.47,157.4,60.3,36.0,0.2999999999999545,2.900000000000034,-10.4,202.0,1.842582728430736,2.1138695429108783,14.258490647875586,78.0145285614586,87,0.91,Medium,Day,120,2,45.409,476,27039.600000000002
2041,M66751,M,301.0,311.2,1353,50.0,2,0,0,0,0,0,0,10.199999999999989,100.0,299.69,309.98999999999995,46.86,153.8,49.9,238.0,0.6000000000000227,0.3999999999999772,0.1000000000000014,-236.0,1.8882384501021856,2.083506659456846,14.300520581044909,84.68215081507226,66,0.83,Medium,Day,90,2,41.5,4,20539.2
2042,L91098,L,300.8,310.4,1858,25.6,247,0,0,0,0,0,0,9.599999999999966,6323.200000000001,299.61,310.05,44.64,155.7,50.0,2.0,-0.1999999999999886,-0.8000000000000114,-24.4,245.0,1.8138050856938448,2.0860648759488614,15.784535329098388,86.72056016629234,90,0.45,High,Day,161,3,11.520000000000001,741,27935.999999999996
2043,L16259,L,299.8,309.6,1320,47.8,182,0,0,0,0,0,0,9.800000000000011,8699.6,299.5,309.9,44.79,156.6,25.6,247.0,-1.0,-0.7999999999999545,22.2,-65.0,1.75941909605292,2.055885859348205,15.809171037372217,86.96640475238429,66,0.46,Low,Day,153,1,21.988,182,20433.600000000002
2044,L14942,L,300.1,310.0,1500,42.3,134,0,0,0,0,0,0,9.899999999999975,5668.2,299.5,309.71,46.57,155.5,47.8,182.0,0.3000000000000113,0.3999999999999772,-5.5,-48.0,1.75941909605292,1.9347408669441863,14.18998473102303,87.19868755383355,72,0.7,High,Night,52,3,29.609999999999996,402,22320.0
2045,M57419,M,297.2,307.0,1771,47.7,70,0,0,0,0,0,0,9.800000000000011,3339.0,299.40000000000003,309.54,45.33,147.9,42.3,134.0,-2.900000000000034,-3.0,5.400000000000006,-64.0,1.866666666666731,2.100899278351989,13.395857568666507,91.33266423112566,89,0.5,Medium,Night,145,2,23.85,140,27323.0
2046,M66105,M,298.8,310.9,1628,29.6,244,0,0,0,0,0,0,12.099999999999966,7222.400000000001,299.38,309.4,41.91,149.2,47.7,70.0,1.6000000000000227,3.899999999999977,-18.1,174.0,1.8724909137890315,1.9367785395118269,12.491637202544709,92.72875617747822,35,0.99,Medium,Day,51,2,29.304000000000002,488,10881.5
2047,L75907,L,300.1,309.7,1316,29.2,51,0,0,0,0,0,0,9.599999999999966,1489.2,299.88,309.82,42.74,131.0,29.6,244.0,1.3000000000000114,-1.1999999999999886,-0.4000000000000021,-193.0,1.1183320914050463,1.3693469652036798,11.143528266317691,92.31347560230728,68,0.5,High,Day,131,3,14.6,153,21059.6
2048,M37383,M,298.5,308.7,1741,38.5,181,0,0,0,0,0,0,10.199999999999989,6968.5,299.68,309.62,42.09,138.5,29.2,51.0,-1.6000000000000227,-1.0,9.3,130.0,1.172651316935713,1.3725887949425806,11.186544496750406,93.10000596729898,85,0.69,High,Night,55,3,26.564999999999998,543,26239.5
2049,L33404,L,301.7,311.3,1598,36.1,37,0,0,0,0,0,0,9.600000000000025,1335.7,299.84000000000003,309.96,39.67,138.6,38.5,181.0,3.1999999999999886,2.6000000000000227,-2.3999999999999986,-144.0,1.3343329586142332,1.319259051303229,9.261395383226168,92.97813363008169,75,0.62,Medium,Day,119,2,22.382,74,23347.5
2050,L82656,L,298.7,309.5,1463,38.3,62,0,0,0,0,0,0,10.800000000000011,2374.6,299.67,309.83,38.510000000000005,121.0,36.1,37.0,-3.0,-1.8000000000000114,2.199999999999996,25.0,1.3630439790736233,1.29103748116744,8.535735339018899,88.62781103518749,53,0.78,Medium,Day,113,2,29.874,124,16403.5
2051,L15702,L,300.4,310.6,1261,35.1,245,0,0,0,0,0,0,10.200000000000044,8599.5,299.61,309.77000000000004,37.02,145.3,38.3,62.0,1.6999999999999886,1.1000000000000227,-3.199999999999996,183.0,1.3101738646285035,1.2329278612768315,7.550835126733274,85.63754368785268,40,0.48,Medium,Night,35,2,16.848,490,12424.0
2052,L83883,L,300.2,310.0,1615,37.9,63,0,0,0,0,0,0,9.800000000000011,2387.7,299.55,309.73,38.25,126.9,35.1,245.0,-0.1999999999999886,-0.6000000000000227,2.799999999999997,-182.0,1.2624931242937478,1.2165981715886207,6.397612401860767,80.99993141286538,42,0.66,Medium,Day,68,2,25.014,126,13020.0
2053,L66332,L,301.5,309.6,1508,33.3,119,0,0,0,0,0,0,8.100000000000023,3962.7,299.72,309.73,36.8,120.6,37.9,63.0,1.3000000000000114,-0.3999999999999772,-4.600000000000001,56.0,1.4061768499492624,1.2165981715886207,5.584104424365664,78.65423630605602,63,0.56,Low,Day,92,1,18.648,119,19504.800000000003
2054,H49419,H,301.8,312.0,1565,39.4,5,0,0,0,0,0,0,10.199999999999989,197.0,299.89,309.93,36.510000000000005,107.7,33.3,119.0,0.3000000000000113,2.3999999999999773,6.100000000000001,-114.0,1.552381682734173,1.4142528455379677,5.336551112635921,86.4086544019497,54,0.93,Low,Day,59,1,36.642,5,16848.0
2055,M98078,M,301.4,311.1,1254,25.7,201,0,0,0,0,0,0,9.700000000000044,5165.7,300.31,310.34000000000003,34.309999999999995,120.8,39.4,5.0,-0.4000000000000341,-0.8999999999999773,-13.7,196.0,1.2896597311777225,1.0057611821678083,4.708727122175222,89.91699876367471,36,0.42,High,Night,13,3,10.793999999999999,603,11199.6
2056,M83844,M,295.8,305.7,1463,45.0,127,0,0,0,0,0,0,9.899999999999975,5715.0,300.01,309.82,35.85,109.1,25.7,201.0,-5.599999999999966,-5.400000000000034,19.3,-74.0,1.8894149594221976,1.7516975893246851,5.456138235459418,79.06179018126703,81,0.95,Low,Day,62,1,42.75,127,24761.7
2057,L49242,L,302.4,311.2,1623,42.5,51,0,0,0,0,0,0,8.800000000000011,2167.5,300.24,309.97,37.18,109.1,45.0,127.0,6.599999999999966,5.5,-2.5,-76.0,2.03590001937426,1.8037307017527555,5.272949838562667,79.06179018126703,33,0.9,Low,Day,94,1,38.25,51,10269.6
2058,L44142,L,303.1,314.5,1873,27.3,121,0,0,0,0,0,0,11.399999999999975,3303.3,300.69999999999993,310.55,36.06,103.1,42.5,51.0,0.7000000000000455,3.300000000000012,-15.2,70.0,2.1171259344264177,2.2317158321692685,6.087911519286766,75.1804495863122,88,0.58,Medium,Night,175,2,15.834,242,27676.0
2059,M17393,M,299.0,309.9,1501,53.1,121,0,0,0,0,0,0,10.899999999999975,6425.1,300.42999999999995,310.41,37.760000000000005,111.5,27.3,121.0,-4.100000000000023,-4.600000000000023,25.8,0.0,2.147375659315632,2.2233358320825105,8.131037927458951,71.58095649915106,37,0.87,Low,Night,3,1,46.197,121,11466.3
2060,L79939,L,300.5,311.9,1796,31.7,171,0,0,0,0,0,0,11.399999999999975,5420.7,300.61,310.65,37.1,122.4,53.1,121.0,1.5,2.0,-21.4,50.0,2.059908304323529,2.2436329666164214,8.347321593048624,71.5047783951069,49,0.42,Low,Night,21,1,13.314,171,15283.099999999999
2061,L79082,L,298.2,309.4,1678,51.7,163,0,0,0,0,0,0,11.199999999999989,8427.1,300.39,310.53,38.760000000000005,114.2,31.7,171.0,-2.300000000000012,-2.5,20.000000000000004,-8.0,2.197700818784924,2.278425382193081,9.479240475903032,59.592691572783565,58,0.98,Medium,Night,104,2,50.666000000000004,326,17945.199999999997
2062,L38893,L,296.1,306.7,1579,43.2,164,0,0,0,0,0,0,10.599999999999966,7084.8,299.98,310.2,39.29,124.3,51.7,163.0,-2.099999999999966,-2.6999999999999886,-8.5,1.0,2.585343304089311,2.582419193099624,9.573510908288013,58.49985754968421,83,0.72,Medium,Night,65,2,31.104,328,25456.1
2063,M19388,M,298.5,307.4,1356,49.9,63,0,0,0,0,0,0,8.899999999999977,3143.7,299.68,309.98,40.95,118.7,43.2,164.0,2.3999999999999773,0.6999999999999886,6.699999999999996,-101.0,2.563331166015507,2.7287766896950933,9.85452518727642,61.658648127321975,82,0.58,Medium,Night,146,2,28.941999999999997,126,25206.8
2064,L72969,L,298.9,310.8,1364,41.7,246,0,0,0,0,0,0,11.900000000000034,10258.2,299.39,309.86,41.18,142.8,49.9,63.0,0.3999999999999772,3.400000000000034,-8.199999999999996,183.0,2.458748552504809,2.655476521371823,9.841160726481569,59.33483144176122,80,0.62,Medium,Night,13,2,25.854000000000003,492,24864.0
2065,L46660,L,299.3,308.4,1648,45.5,175,0,0,0,0,0,0,9.099999999999966,7962.5,299.17999999999995,309.59000000000003,43.16,140.2,41.7,246.0,0.4000000000000341,-2.400000000000034,3.799999999999997,-71.0,2.3555136264612666,2.652650665948647,8.24259937425346,57.02592003252163,74,0.44,Medium,Day,77,2,20.02,350,22821.6
2066,M99244,M,298.1,307.8,1443,49.8,26,0,0,0,0,0,0,9.699999999999989,1294.8,299.41,309.79999999999995,43.64,130.1,45.5,175.0,-1.1999999999999886,-0.5999999999999659,4.299999999999997,-149.0,2.085638724441256,2.379542439676968,8.497476749665765,67.58936471237341,75,0.99,Medium,Night,109,2,49.302,52,23085.0
2067,L34726,L,298.5,309.2,1427,58.9,108,0,0,0,0,0,0,10.699999999999989,6361.2,299.02000000000004,309.6,45.28,135.8,49.8,26.0,0.3999999999999772,1.3999999999999773,9.1,82.0,1.8109543217751232,2.33238075793859,9.744149241695956,62.380196287675226,39,0.42,Medium,Night,96,2,24.738,216,12058.8
2068,L89544,L,300.0,310.7,1505,50.6,192,0,0,0,0,0,0,10.699999999999989,9715.2,298.71000000000004,309.22,47.61,142.9,58.9,108.0,1.5,1.5,-8.299999999999997,84.0,1.1957796155185187,1.6571729608660424,7.492729809622113,64.51261719832618,72,0.79,Medium,Night,93,2,39.974000000000004,384,22370.399999999998
2069,L72996,L,298.5,309.0,1508,44.4,128,0,0,0,0,0,0,10.5,5683.2,298.66,309.13,46.74,143.6,50.6,192.0,-1.5,-1.6999999999999886,-6.200000000000003,-64.0,1.192755912442878,1.6404945053933575,7.286700213402475,64.2861657832469,63,0.67,High,Day,45,3,29.748,384,19467.0
2070,L10111,L,301.1,310.7,1699,26.5,175,0,0,0,0,0,0,9.599999999999966,4637.5,298.72,309.01,46.22,144.0,44.4,128.0,2.6000000000000227,1.6999999999999886,-17.9,47.0,1.3053735097667376,1.447948740653309,8.55450498600329,64.48772493014975,86,0.97,Medium,Day,62,2,25.705,350,26720.2
2071,M27545,M,301.4,310.8,1447,15.8,84,0,0,0,0,0,0,9.400000000000034,1327.2,299.04,309.15,42.63,136.1,26.5,175.0,0.2999999999999545,0.1000000000000227,-10.7,-91.0,1.5356504231831691,1.5536694915239937,12.583415010772404,66.70240708633467,55,0.55,Medium,Night,30,2,8.690000000000001,168,17094.0
